created_at,favorite_count,favorited,filter_level,lang,retweet_count,retweeted,source,text,rawtext,user_created_at,user_followers_count,user_location,user_lang,user_name,user_screen_name,user_time_zone,user_utc_offset,user_friends_count,geolocation,recordRetrieved,id_str,URL,dbSource,lat,lng
Mon Feb 11 09:07:11 +0000 2019,0,0,low,0,0,0,<a href='https://www.careerarc.com' rel='nofollow'>CareerArc 2.0</a>,If youre looking for work in Lombardy check out this job via the link in our bio CASUAL SALES STYLIST Milano Via Torino Contratto a CHIAMATA at Levi Strauss amp Co,If you're looking for work in #Milan Lombardy check out this #Retail job via the link in our bio: CASUAL SALES STYLIST Milano Via Torino - Contratto a CHIAMATA at Levi Strauss &amp; Co.,Mon May 25 04:26:07 +0000 2009,651,Italy,en,TMJ-ITA Jobs,tmj_ita_jobs,None,None,487,45.4654219 9.1859243,07:17.0,1.09489E+18,https://twitter.com/statuses/1094885549733601282,location3.db,45.4654219,9.1859243
Mon Feb 11 06:51:20 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Don t be a Queen waiting on her King be a Queen busy with her kingdom until her King arrives London United Kingdom,Don't be a Queen waiting on her King be a Queen busy with her kingdom until her King arrives @ London United Kingdom https://t.co/63JCaA0ten,Wed Jun 08 20:02:56 +0000 2011,385,Doncaster England,en,L e a n n e R o g e r s,leaxoxolea,None,None,991,51.50711486 -0.12731805,51:26.0,1.09485E+18,https://twitter.com/statuses/1094851361668120576,location2.db,51.50711486,-0.12731805
Mon Feb 11 10:00:19 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Up before the sun rises in before the lights turn on proud of myself for making it here this early LA Fitness ORANGE CITY FL,Up before the sun rises in before the lights turn on proud of myself for making it here this early #4amworkouts #earlygymsesh #gottakeeptrying @ LA Fitness - ORANGE CITY FL https://t.co/w5lFdON0Pc,Tue Jul 12 11:40:35 +0000 2016,29,DeLand FL,en,Ronald,_ronnyjai_,None,None,29,28.91459812 -81.29150718,00:25.0,1.0949E+18,https://twitter.com/statuses/1094898921543856129,location3.db,28.91459812,-81.29150718
Mon Feb 11 07:03:21 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,the best night and the best bands with the best people my soul is content The Basement,the best night and the best bands with the best people. my soul is content. @ The Basement https://t.co/bzk8DgHXpn,Sun Nov 14 04:25:53 +0000 2010,941,Cincinnati OH,en,Leah Blevins,leahblevins_,None,None,250,39.96943 -83.00978,03:26.0,1.09485E+18,https://twitter.com/statuses/1094854385127936001,location2.db,39.96943,-83.00978
Mon Feb 11 07:03:24 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Seattle looks pretty from over here,Seattle looks pretty from over here... #latenightwalks #goodforthinking #freshair #hellomoon #dogsitting #kirklandwaterfront #freezingrain #snowpocalypse2019 https://t.co/w1G71HBJHd,Wed May 26 16:35:31 +0000 2010,141,iPhone: 29.967045 -90.054283,en,Adam Nevins,adamonevins,None,None,152,47.6755362 -122.2077105,03:30.0,1.09485E+18,https://twitter.com/statuses/1094854398751080448,location2.db,47.6755362,-122.2077105
Mon Feb 11 09:26:28 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Our free cocktails matching our nail polish Hahaha ohhhhmj The Kuta Beach Heritage Hotel,Our free cocktails matching our nail polish! Hahaha #bali #exploreindonesia ohhhhmj @ The Kuta Beach Heritage Hotel https://t.co/54QFbTJfgp,Thu Sep 09 13:41:41 +0000 2010,69,T: 14.5516295 121.0448684,en,therese crawford,chlei14,None,None,169,-8.72025564 115.16997561,26:34.0,1.09489E+18,https://twitter.com/statuses/1094890402832764929,location3.db,-8.72025564,115.1699756
Mon Feb 11 11:59:06 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Surviving on a diet of whisky and compliments Picture by,Surviving on a diet of whisky and compliments Picture by @elinsis . . . . . . . . . . #longhair #longhairdontcare #selfie #beardporn #London #gay #instagay #gaystagram #beardedgays https://t.co/q1wj6Iccp9,Sun Nov 25 19:47:12 +0000 2012,775,London UK,en,Highball Hoodoo,HighballHoodoo,None,None,601,51.5214269 -0.0844935,59:11.0,1.09493E+18,https://twitter.com/statuses/1094928811127238657,location3.db,51.5214269,-0.0844935
Mon Feb 11 10:01:07 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,A ghostly house on the side of the train tracks by Moutiers town The stories this place could tell hidden in the windows of its walls,A ghostly house on the side of the train tracks by Moutiers town. The stories this place could tell hidden in the windows of its walls. #architecture #landscapephotography #ski @ https://t.co/rsbe9bSog0,Fri Feb 04 13:24:43 +0000 2011,2466,London | Worldwide,en,55factory,55factory,None,None,1957,45.48402 6.52954,01:13.0,1.0949E+18,https://twitter.com/statuses/1094899121809432576,location3.db,45.48402,6.52954
Mon Feb 11 09:17:11 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,They say you can make it anywhere if you made it in Chicago 222 AKAK Chicago Illinois,'They say you can make it anywhere if you made it in Chicago' 2.22 AKAK @ Chicago Illinois https://t.co/P7PTZnu0vj,Thu Mar 03 23:22:05 +0000 2011,1701,Chicago IL,en,ChiefMiddlez,ChiefMiddlez,None,None,100,41.883222 -87.632496,17:16.0,1.09489E+18,https://twitter.com/statuses/1094888064399241216,location3.db,41.883222,-87.632496
Mon Feb 11 10:01:20 +0000 2019,0,0,low,0,0,0,<a href='http://www.myhome.ie' rel='nofollow'>New Property on MyHome </a>,58 Fontenoy Street North City Centre Dubl 480000 6 Bed Terraced House For Sal,58 Fontenoy Street North City Centre Dubl.. 480 000 | 6 Bed Terraced House For Sal.. | https://t.co/Vtay73STBf | #dublin,Wed Sep 12 09:45:09 +0000 2012,1602,Ireland,en,New To MyHome.ie,NewToMyHome,None,None,4,53.355487 -6.2686537,01:26.0,1.0949E+18,https://twitter.com/statuses/1094899178055053312,location3.db,53.355487,-6.2686537
Mon Feb 11 09:13:43 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Coffee is one strong motivation tool London United Kingdom,Coffee is one strong motivation tool! #mondaymotivation #coffee #fitness @ London United Kingdom https://t.co/hSkj7tZ7hu,Sun Apr 03 17:21:54 +0000 2011,176,London England,en,loishipgrave,Hellois7,None,None,59,51.50711486 -0.12731805,13:48.0,1.09489E+18,https://twitter.com/statuses/1094887191380180992,location3.db,51.50711486,-0.12731805
Mon Feb 11 07:41:30 +0000 2019,0,0,low,0,0,0,<a href='http://tweetmyjobs.com' rel='nofollow'>SafeTweet by TweetMyJOBS</a>,em Las Vegas NV Nevada Marketing and Communications Mgr 47315 na The Nature Conservancy,#Emprego em Las Vegas NV Nevada Marketing and Communications Mgr. - 47315 na The Nature Conservancy https://t.co/XzafbWVDrh #sustentabilidade,Mon Jan 23 18:13:54 +0000 2012,3641,Worldwide,en,Nature Careers,nature_careers,None,None,205,36.1613635 -115.1390757,41:36.0,1.09486E+18,https://twitter.com/statuses/1094863986951053312,location2.db,36.1613635,-115.1390757
Mon Feb 11 07:41:47 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Im in the pink this Mondaylets sparkle with kindness through the week Maynooth Town,I'm in the pink this Monday...let's sparkle with kindness through the week! #butfirstkind #kindnessalways #leaveglitterinyourfootprints @ Maynooth Town https://t.co/gZw7ZVYrTE,Thu Oct 20 17:42:42 +0000 2011,88,County Kildare Ireland,en,dearbhla mescal,DearbhlaMescal,None,None,225,53.38146347 -6.59115892,41:52.0,1.09486E+18,https://twitter.com/statuses/1094864055511085056,location2.db,53.38146347,-6.59115892
Mon Feb 11 07:09:17 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Just hold my hand and lets looking for dagang lumpia,Just hold my hand and let's looking for dagang lumpia... . . . . . . . #instadaily #instaphoto #instagood #instatravel #trip #travelgram #instadailyphoto #activity #travelling #bali https://t.co/RZoxnSWGqJ,Sun Jan 02 08:47:14 +0000 2011,182,None,en,Tri Sutrisna Agustia,agustia__,None,None,301,-8.656996 115.147723,09:23.0,1.09486E+18,https://twitter.com/statuses/1094855878711410688,location2.db,-8.656996,115.147723
Mon Feb 11 07:46:46 +0000 2019,0,0,low,0,0,0,<a href='https://www.swarmapp.com' rel='nofollow'>Foursquare Swarm</a>,Im at American College of the Middle eastACM in Kuwait City,I'm at American College of the Middle east(ACM) - @acm_college in Kuwait City https://t.co/uRDfO0rg6n,Fri Jan 04 22:06:53 +0000 2019,162,None,en,Js,Jassem577,None,None,129,29.16690471 48.09850721,46:52.0,1.09487E+18,https://twitter.com/statuses/1094865311864639490,location2.db,29.16690471,48.09850721
Mon Feb 11 07:46:59 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,New York New York,#reggae #maxromeo #jah #coming #tvwriting #screenwriting #amediting #amwriting #amrewriting #writingmusic #scriptnotes #scriptchat #nycgratitude @ New York New York https://t.co/vxxm7nEehI,Sat Apr 25 19:20:56 +0000 2009,990,NYC,en,Chris Caleo,ChrisCaleo,None,None,402,40.7142 -74.0064,47:04.0,1.09487E+18,https://twitter.com/statuses/1094865365635461121,location2.db,40.7142,-74.0064
Mon Feb 11 07:31:04 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,The Northeastern Chronicles Contact me for state programs69007512349365790536 Sivasagar India,The Northeastern Chronicles Contact me for state programs 6900751234/9365790536 @ Sivasagar India https://t.co/KNb4CPLs7g,Mon Aug 13 06:58:46 +0000 2018,45,Assam India,en,Nadim Borah,Nadimborah,None,None,67,26.98985 94.64009,31:10.0,1.09486E+18,https://twitter.com/statuses/1094861362386202624,location2.db,26.98985,94.64009
Mon Feb 11 07:31:10 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Wow what a busy weekend but we still have some gem finds This has just arrived Vintique London,Wow what a busy weekend... but we still have some gem finds. This #Trodes has just arrived! #weloveit @ Vintique London https://t.co/RoSUadC3gb,Wed Apr 05 22:38:51 +0000 2017,447,London England,en,Vintique London,LondonVintique,None,None,1952,51.47509 -0.0566362,31:16.0,1.09486E+18,https://twitter.com/statuses/1094861386755108865,location2.db,51.47509,-0.0566362
Mon Feb 11 08:20:49 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,A day well spent in Tokyo with shiseido gregoris learning everything about beauty and their amazing products Andaz Tokyo,A day well spent in Tokyo with shiseido gregoris__ learning everything about #Shiseido beauty and their amazing products #WhatDomDid #TelegraphBeauty #Shiseido @ Andaz Tokyo https://t.co/NIfQGsSgJ0,Wed Nov 03 09:54:32 +0000 2010,2069,London #WhatDomDid,en,Dominique Temple,DDTemple,None,None,1257,35.66676648 139.74968369,20:55.0,1.09487E+18,https://twitter.com/statuses/1094873880844480512,location3.db,35.66676648,139.7496837
Mon Feb 11 07:26:01 +0000 2019,0,0,low,0,0,0,<a href='https://www.careerarc.com' rel='nofollow'>CareerArc 2.0</a>,UPS is hiring in Bangkok Read about our latest job opening via the link in our bio Supply Chain Consultant based in Bangkok,UPS is hiring in Bangkok! Read about our latest #SupplyChain job opening via the link in our bio: Supply Chain Consultant (based in Bangkok),Fri May 29 02:57:57 +0000 2009,1003,Thailand,en,Thailand Jobs,tmj_tha_jobs,None,None,487,13.7179259 100.6534443,26:06.0,1.09486E+18,https://twitter.com/statuses/1094860088781660160,location2.db,13.7179259,100.6534443
Mon Feb 11 07:26:03 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Nice place with very expensive coffee but what else can you expect Ella Town Sri Lanka,Nice place with very expensive coffee but what else can you expect #ella #srilanka @ Ella Town Sri Lanka https://t.co/QsCZ22Rywe,Mon May 19 15:44:48 +0000 2008,3425,Pai Thailand,en,Eric Floresca,clickeric,None,None,3218,6.87300341 81.0491842,26:09.0,1.09486E+18,https://twitter.com/statuses/1094860098843734016,location2.db,6.87300341,81.0491842
Mon Feb 11 09:59:48 +0000 2019,0,0,low,0,0,0,<a href='https://www.careerarc.com' rel='nofollow'>CareerArc 2.0</a>,Interested in a job in Miami FL This could be a great fit,Interested in a job in Miami FL? This could be a great fit: https://t.co/SIcIVo8FXz #Trump #TeamTrump,Tue Dec 29 21:07:58 +0000 2015,1911,Worldwide,en,Trump Hotels Jobs,weareteamtrump,None,None,37,25.8433674 -80.4326521,59:53.0,1.0949E+18,https://twitter.com/statuses/1094898788949385216,location3.db,25.8433674,-80.4326521
Mon Feb 11 08:49:29 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,We are live today tune in for all the exclusive,We are live today tune in for all the exclusive @thegrammys @grammypro #grammys2019 #grammy #grammyweekend #grammyawards #grammywinners #grammyaward #PrimeBlaq #Chicago #California https://t.co/9WEWNqODzR,Wed May 20 04:12:52 +0000 2009,1413,Worldwide,en,Prime Blaq,PrimeBlaq,None,None,612,34.04152956 -118.26902552,49:35.0,1.09488E+18,https://twitter.com/statuses/1094881094963318785,location3.db,34.04152956,-118.2690255
Mon Feb 11 08:49:47 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Looking at these videos getting me hyped all over again LOVED being apart of and at orleansarena killed it Orleans Arena Las Vegas,Looking at these videos getting me hyped all over again. LOVED being apart of @oldschool1057 and #LoveAffairConcert at orleansarena @jetsband killed it. @news3lv @ Orleans Arena - Las Vegas https://t.co/WMbcWq0ews,Thu Sep 10 22:19:27 +0000 2009,7976,Las Vegas NV,en,Bryan Salmond,BryanNews3LV,None,None,6272,36.10555816 -115.20214773,49:53.0,1.09488E+18,https://twitter.com/statuses/1094881171702460416,location3.db,36.10555816,-115.2021477
Mon Feb 11 09:56:34 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Nothing better than a hot on Monday morning London United Kingdom,Nothing better than a hot #latte on Monday morning! #lifewithyoyo #yoyowallet #coffeeaddicts #mondays @ London United Kingdom https://t.co/s85f1Pt0Lc,Mon Jul 01 13:21:42 +0000 2013,4573,London,en,Yoyo Wallet,yoyowallet,None,None,3438,51.50711486 -0.12731805,56:39.0,1.0949E+18,https://twitter.com/statuses/1094897975581564928,location3.db,51.50711486,-0.12731805
Mon Feb 11 09:52:38 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Don t compare your life to othersThere s no comparison between the sun amp the moon they shine when it s their time,Don't compare your life to others...There's no comparison between the sun &amp; the moon... they shine when it's their time #utah #natgeoyourshot #newyork #london #bloggerlife #bloggeruk https://t.co/1HGmE9uSdK,Sun Jan 10 19:10:06 +0000 2016,138,Kuwait,en,iBritsy,iBritsy,None,None,26,38.5725 -109.54972222,52:43.0,1.0949E+18,https://twitter.com/statuses/1094896985134583808,location3.db,38.5725,-109.5497222
Mon Feb 11 09:52:48 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,The crew who made me laugh all day every day Gonna miss them a lot London United Kingdom,The crew who made me laugh all day every day! Gonna miss them a lot! #london2019 @ London United Kingdom https://t.co/Ej2dr2ib1l,Tue Mar 30 09:11:54 +0000 2010,108,Melbourne Victoria,en,Bold-Expression,hanabella05,None,None,113,51.50711486 -0.12731805,52:53.0,1.0949E+18,https://twitter.com/statuses/1094897028104998912,location3.db,51.50711486,-0.12731805
Mon Feb 11 09:04:55 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Me and my starting off the week like,Me and my #girls #bellenzoehawaii starting off the week like #valentines #truelove #motherdaughter #kidsstyle #kidsfashion #fashionkids #grateful #naturalhair #luckywelivehawaii #honolulu https://t.co/OQoDxVtiq2,Fri May 13 02:34:24 +0000 2011,1047,Honolulu Hawaii,en,Coradorables,Coradorables,None,None,1771,21.3086 -157.8615,05:01.0,1.09488E+18,https://twitter.com/statuses/1094884980478496768,location3.db,21.3086,-157.8615
Mon Feb 11 07:36:18 +0000 2019,0,0,low,0,0,0,<a href='http://legiscan.com/' rel='nofollow'>eLobbyist</a>,HB1165 NEW State Government Government Agents Requests for and Use of Immigration Status Information,HB1165 [NEW] State Government -- Government Agents -- Requests for and Use of Immigration Status Information https://t.co/hO2EGA3sHp,Thu Jan 14 05:06:52 +0000 2010,136,Maryland USA,en,LegiScan MD,LegiScanMD,None,None,1,38.978862 -76.490685,36:23.0,1.09486E+18,https://twitter.com/statuses/1094862676390526976,location2.db,38.978862,-76.490685
Mon Feb 11 07:36:19 +0000 2019,0,0,low,0,0,0,<a href='http://tweetmyjobs.com' rel='nofollow'>SafeTweet by TweetMyJOBS</a>,Want to work at Standard Chartered Bank Were hiring in Singapore Singapore Click for details,Want to work at Standard Chartered Bank? We're hiring in Singapore Singapore! Click for details: https://t.co/3Sas7PCvmP #FinTech #Banking,Wed Sep 19 18:19:59 +0000 2012,2895,Worldwide,en,Standard Chartered,StanChartJobs,None,None,3,1.3553794 103.8677444,36:25.0,1.09486E+18,https://twitter.com/statuses/1094862683092840448,location2.db,1.3553794,103.8677444
Mon Feb 11 08:24:57 +0000 2019,0,0,low,0,0,0,<a href='http://foursquare.com' rel='nofollow'>Foursquare</a>,I call it a light breakfast and its free Thats how you start Mondays at in Londra Greater London,I call it a light breakfast and it's free! That's how you start Mondays. #MondayMotivation (at @Rabot1745 in Londra Greater London) https://t.co/VdXSrPc9PM https://t.co/2KdZqeYWWu,Wed Jul 08 21:53:40 +0000 2009,262,London,en,Clement Oke,cokefour,None,None,268,51.50542422 -0.0898667,25:03.0,1.09487E+18,https://twitter.com/statuses/1094874919102484480,location3.db,51.50542422,-0.0898667
Mon Feb 11 08:24:57 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,How can we help children in Singapore My personal focus for 2019 majuritysg Drama Centre Theatre,How can we help children #Thrive in Singapore? My personal focus for 2019. majuritysg #thrivingtogether @ Drama Centre Theatre https://t.co/bR74xeMTkU,Fri Mar 14 15:59:47 +0000 2008,657,Singapore,en,martintan,martintan,None,None,626,1.29791569 103.85430263,25:03.0,1.09487E+18,https://twitter.com/statuses/1094874922088751104,location3.db,1.29791569,103.8543026
Mon Feb 11 07:53:39 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,New York New York,#soundcloud #mymixtapez #datpiff #spinrilla #tidalmusic #alantarecords #hotnewhiphop #mymixtape #reverbnation #coast2coastlive @ New York New York https://t.co/15TIV00Fen,Mon Aug 19 17:33:56 +0000 2013,1421,HARLEM,en,GvanGundy,garyrei40392665,None,None,1182,40.7142 -74.0064,53:45.0,1.09487E+18,https://twitter.com/statuses/1094867044703424512,location3.db,40.7142,-74.0064
Mon Feb 11 07:53:41 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Already looking back on the sunsets in gotta Don Mueang International Airport Bangkok Thailand,Already looking back on the sunsets in #srilanka gotta #laughtokeepfromcrying #letsgo #yearofthepig @ Don Mueang International Airport Bangkok Thailand https://t.co/ktgxM89cIk,Sun Jan 06 16:49:35 +0000 2013,297,None,en,Da'Merius Ford,da_meriusford,None,None,476,13.92081433 100.60259398,53:47.0,1.09487E+18,https://twitter.com/statuses/1094867053708697601,location3.db,13.92081433,100.602594
Mon Feb 11 08:55:12 +0000 2019,0,0,low,0,0,0,<a href='http://foursquare.com' rel='nofollow'>Foursquare</a>,Making most out of my Birthday Leave Paid homage to a Lady close to my heart Notre Dame de Lourdes Happy Feast Day my dear Lady National Shrine of Our Lady of Lourdes in Quezon City Metro Manila,Making most out of my Birthday Leave... Paid homage to a Lady close to my heart... Notre Dame de Lourdes... Happy Feast Day my dear Lady! (@ National Shrine of Our Lady of Lourdes - @officialnsollqc in Quezon City Metro Manila) https://t.co/L6rQicApYP,Sat Apr 10 10:38:53 +0000 2010,561,City of Santa Rosa Laguna,en,Jan Vercie Esguerra,janvercie,None,None,323,14.6302197 120.99695921,55:18.0,1.09488E+18,https://twitter.com/statuses/1094882533827899393,location3.db,14.6302197,120.9969592
Mon Feb 11 06:51:53 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Amazing Chinese New Year lunch with my Supply Chain colleagues at the Grand Shanghai Restaurant here in 1 Shark s Fins Soup2 Crispy Duck3 Salted Egg,Amazing Chinese New Year lunch with my Supply Chain colleagues at the Grand Shanghai Restaurant here in #Singapore. ......... ......... 1. Shark's Fins Soup 2. Crispy Duck 3. Salted Egg https://t.co/wv4Xold5xd,Wed Feb 04 02:21:21 +0000 2009,9036,Singapore,en,KrystynnSG,MsBonVivantSG,None,None,7847,1.2896491 103.8356764,51:58.0,1.09485E+18,https://twitter.com/statuses/1094851498641518598,location2.db,1.2896491,103.8356764
Mon Feb 11 06:51:53 +0000 2019,0,0,low,0,0,0,<a href='http://www.telegraphandargus.co.uk' rel='nofollow'>Tandata</a>,City v Fleetwood Game guide and player ratings,City v Fleetwood: Game guide and player ratings #bcafc https://t.co/mPX7Q8mGF5 https://t.co/4SIWlf7Jll,Tue May 19 16:13:26 +0000 2009,46226,Bradford West Yorkshire,en,Telegraph & Argus,Bradford_TandA,None,None,2065,53.792815 -1.750833,51:59.0,1.09485E+18,https://twitter.com/statuses/1094851499862175744,location2.db,53.792815,-1.750833
Mon Feb 11 08:31:20 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,wilderthanwild asking henrycblofeld to go shopping for Valentines Come on blowersh AsiaSingapore,wilderthanwild asking henry_c_blofeld to go shopping for #Saint Valentines Come on blowersh @ Asia/Singapore https://t.co/iYru533R4o,Mon Oct 11 11:00:15 +0000 2010,584,London-New York-Milano,en,Sofalavaleria,SofalaValeria,None,None,729,1.36068237 103.81569702,31:26.0,1.09488E+18,https://twitter.com/statuses/1094876527550844928,location3.db,1.36068237,103.815697
Mon Feb 11 07:15:17 +0000 2019,0,0,low,0,0,0,<a href='https://www.swarmapp.com' rel='nofollow'>Foursquare Swarm</a>,Im at American College of the Middle eastACM in Kuwait City w,I'm at American College of the Middle east(ACM) - @acm_college in Kuwait City w/ @_aeshah7 @azalkandry @lou_207 https://t.co/jjAQOZhwNB,Mon Aug 10 12:12:15 +0000 2015,1075,Al Fintas Kuwait,en,,LXIVXXIV,None,None,100,29.16690471 48.09850721,15:23.0,1.09486E+18,https://twitter.com/statuses/1094857388098768896,location2.db,29.16690471,48.09850721
Mon Feb 11 07:03:44 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Gift Its officially the week of Valentines Check out tonights post for my gift guide in collaboration with Featuring this elegant Reed Diffuser set London United,[Gift] It's officially the week of Valentine's! Check out tonight's post for my gift guide in collaboration with @uopenofficial! Featuring this elegant Reed Diffuser set. @ London United https://t.co/pd0yQUCn38,Sun Oct 27 11:39:50 +0000 2013,1796,London England,en,Abigail K London,abikatldn,None,None,1089,51.50711486 -0.12731805,03:50.0,1.09485E+18,https://twitter.com/statuses/1094854483438231552,location2.db,51.50711486,-0.12731805
Mon Feb 11 09:35:08 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Start being strong in your life Do what you need to do with urgency Have confidence in yourself with urgency London United Kingdom,Start being strong in your life. Do what you need to do with urgency. Have confidence in yourself with urgency. @ London United Kingdom https://t.co/9MOgrtjK76,Fri Jul 06 20:00:37 +0000 2018,7,London England,en,SOULANNGLOW,soulannglow,None,None,11,51.50711486 -0.12731805,35:14.0,1.09489E+18,https://twitter.com/statuses/1094892583971565571,location3.db,51.50711486,-0.12731805
Mon Feb 11 09:35:11 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Work Mode Activated new site Ogun State For all your ExtraLowVoltage CCTV fire alarm system Dstv voice and data pls contact us ultinotechnologiescom Federal,Work Mode Activated @thomasvengal new site Ogun State. For all your Extra-Low-Voltage (CCTV fire alarm system Dstv voice and data) pls contact us @www.ultinotechnologies.com @ Federal https://t.co/jhyUkI8UYh,Wed May 26 08:40:16 +0000 2010,60,T: 6.6899513 3.2834479,en,Monye Kingsley,MonyeKingsley,None,None,431,7.14255588 3.42105068,35:16.0,1.09489E+18,https://twitter.com/statuses/1094892593887002624,location3.db,7.14255588,3.42105068
Mon Feb 11 09:36:37 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,A few from last night at thank you Fox What a great night London United Kingdom,A few from last night at #bafta2019 thank you Fox! What a great night... #bafta #baftaawards2019 #britishfilmindustry #worklife @ London United Kingdom https://t.co/tBiHqW8fcQ,Fri Feb 20 13:31:41 +0000 2009,404,London England,en,tanya easterman,tantan27,None,None,956,51.50711486 -0.12731805,36:43.0,1.09489E+18,https://twitter.com/statuses/1094892957419753472,location3.db,51.50711486,-0.12731805
Mon Feb 11 08:14:01 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,lights Galway Ireland,#morning lights #Galway #city... #streetlights #urban #tomcartyphotos @ Galway Ireland https://t.co/oE00Lfen0J,Sat Apr 11 18:16:15 +0000 2009,910,Galway Ireland,en,Tom s C rthaigh,tomasocarthaigh,None,None,2956,53.2719 -9.04889,14:07.0,1.09487E+18,https://twitter.com/statuses/1094872169744486400,location3.db,53.2719,-9.04889
Mon Feb 11 11:22:28 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Thai food is life Bangkok Bold,Thai food is life #food #foodie #foodporn #sodium #thaifood #cuteness @ Bangkok Bold https://t.co/lkYLKiSEjV,Sat Mar 14 04:33:51 +0000 2009,375,Bangkok Thailand,en,Nattapong Weerana,NatoAYC,None,None,420,13.75847712 100.50387383,22:33.0,1.09492E+18,https://twitter.com/statuses/1094919592424534016,location3.db,13.75847712,100.5038738
Mon Feb 11 10:01:47 +0000 2019,0,0,low,0,0,0,<a href='https://511ny.org' rel='nofollow'>511NY-Tweets</a>,Construction on Both directions from Mill Creek to North Bergen Park amp RideNew York,Construction on #320Bus Both directions from Mill Creek to North Bergen Park &amp; Ride-New York https://t.co/UTtZ57AJLT,Thu Jun 25 17:22:38 +0000 2009,2025,New York State,en,511 New York,511NY,None,None,201,40.776314 -74.043727,01:52.0,1.0949E+18,https://twitter.com/statuses/1094899287652208640,location3.db,40.776314,-74.043727
Mon Feb 11 10:01:47 +0000 2019,0,0,low,0,0,0,<a href='https://511ny.org' rel='nofollow'>NYRegions</a>,Construction on Both directions from Mill Creek to North Bergen Park amp RideNew York,Construction on #320Bus Both directions from Mill Creek to North Bergen Park &amp; Ride-New York https://t.co/18v8v1z3xo,Fri Jun 26 17:40:57 +0000 2009,2087,New Jersey,en,511NY - New Jersey,511nyNJ,None,None,1,40.776314 -74.043727,01:52.0,1.0949E+18,https://twitter.com/statuses/1094899287950008320,location3.db,40.776314,-74.043727
Mon Feb 11 10:01:51 +0000 2019,0,0,low,0,0,0,<a href='https://511ny.org' rel='nofollow'>511NY-Tweets</a>,Updated Construction on Both directions from New Jersey Side to New York Side,Updated: Construction on #BayonneBridge Both directions from New Jersey Side to New York Side https://t.co/V170HlXPRe,Thu Jun 25 17:22:38 +0000 2009,2025,New York State,en,511 New York,511NY,None,None,201,40.649335 -74.138733,01:56.0,1.0949E+18,https://twitter.com/statuses/1094899305129930753,location3.db,40.649335,-74.138733
